"","Locality","Townland","Town"
"52718",NA,"RATHBRADY MORE","LIMAVADY"
"52844",NA,"KILHOYLE","LIMAVADY"
"52861",NA,"ARDGARVAN","LIMAVADY"
"53079",NA,"ENAGH","LIMAVADY"
"53082",NA,"ENAGH","LIMAVADY"
"53093",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53105",NA,"BOVALLY","LIMAVADY"
"53111",NA,"BOVALLY","LIMAVADY"
"53120",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53121",NA,"RATHBRADY MORE","LIMAVADY"
"53124",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53125",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53232",NA,"BOVALLY","LIMAVADY"
"53233",NA,"RATHBRADY MORE","LIMAVADY"
"53277",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53289",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"53335",NA,"RATHBRADY MORE","LIMAVADY"
"53370","BOVALLY","BOVALLY","LIMAVADY"
"54057",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"54174",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"54179",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"54327",NA,"CARRAN","LIMAVADY"
"54331",NA,"RATHBRADY MORE","LIMAVADY"
"54456",NA,"FARLOW","LIMAVADY"
"54563",NA,"DRUMSURN LOWER","LIMAVADY"
"54644",NA,"ENAGH","LIMAVADY"
"54807",NA,"BALLYQUIN","LIMAVADY"
"54854",NA,"ENAGH","LIMAVADY"
"54860",NA,"DRUMSURN LOWER","LIMAVADY"
"54879",NA,"BOVALLY","LIMAVADY"
"54942",NA,"ENAGH","LIMAVADY"
"54953",NA,"ENAGH","LIMAVADY"
"55103",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"55649",NA,"BOVALLY","LIMAVADY"
"55673",NA,"BOVALLY","LIMAVADY"
"55682",NA,"BOVALLY","LIMAVADY"
"55710",NA,"KILLANE","LIMAVADY"
"55985",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"56161",NA,"BOVALLY","LIMAVADY"
"56427",NA,"ENAGH","LIMAVADY"
"56431",NA,"OUGHTYMOYLE","LIMAVADY"
"56443",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"56455",NA,"ENAGH","LIMAVADY"
"56499",NA,"KILLANE","LIMAVADY"
"56500",NA,"RATHBRADY MORE","LIMAVADY"
"56507",NA,"GORTNAMONEY","LIMAVADY"
"56514",NA,"CARRAN","LIMAVADY"
"56546",NA,"ENAGH","LIMAVADY"
"56646",NA,"RATHBRADY MORE","LIMAVADY"
"57536",NA,"DRUMSURN LOWER","LIMAVADY"
"57655",NA,"COOLESSAN","LIMAVADY"
"57840",NA,"ENAGH","LIMAVADY"
"58123",NA,"CARROWREAGH","LIMAVADY"
"58159",NA,"RATHFAD","LIMAVADY"
"58277",NA,"BALLYMACLARY","LIMAVADY"
"58278",NA,"LENAMORE","LIMAVADY"
"58407",NA,"LARGY","LIMAVADY"
"58964",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59114",NA,"DRUMAVALLY","LIMAVADY"
"59118",NA,"OUGHTYMOYLE","LIMAVADY"
"59119",NA,"BALLYMULTIMBER","LIMAVADY"
"59266",NA,"DRUMADERRY","LIMAVADY"
"59491",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59492",NA,"ENAGH","LIMAVADY"
"59495",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59496",NA,"CARRAN","LIMAVADY"
"59501",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59502",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59507",NA,"RATHBRADY MORE","LIMAVADY"
"59508",NA,"RATHBRADY MORE","LIMAVADY"
"59509",NA,"GLEBE","LIMAVADY"
"59515",NA,"ENAGH","LIMAVADY"
"59516",NA,"RATHBRADY MORE","LIMAVADY"
"59519",NA,"BOVALLY","LIMAVADY"
"59521",NA,"BOVALLY","LIMAVADY"
"59522",NA,"RATHBRADY MORE","LIMAVADY"
"59523",NA,"RATHBRADY MORE","LIMAVADY"
"59524",NA,"BOVALLY","LIMAVADY"
"59525",NA,"BALLYMULLY","LIMAVADY"
"59530",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59531",NA,"RATHBRADY MORE","LIMAVADY"
"59532",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59533",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"59536","BOVALLY","BOVALLY","LIMAVADY"
"59539",NA,"CARRAN","LIMAVADY"
"59540",NA,"ENAGH","LIMAVADY"
"59542",NA,"CARRAN","LIMAVADY"
"59544",NA,"BOVALLY","LIMAVADY"
"59547",NA,"CARRAN","LIMAVADY"
"59549",NA,"BOVALLY","LIMAVADY"
"59550",NA,"ENAGH","LIMAVADY"
"59552",NA,"RATHBRADY MORE","LIMAVADY"
"59554",NA,"BOVALLY","LIMAVADY"
"59561",NA,"BOVALLY","LIMAVADY"
"59562",NA,"DRUMBALLYDONAGHY","LIMAVADY"
"59576",NA,"BALLYLEAGRY","LIMAVADY"
"59577",NA,"CARRAN","LIMAVADY"
"59578",NA,"CARRAN","LIMAVADY"
"59579",NA,"BOVALLY","LIMAVADY"
"59589",NA,"BOVALLY","LIMAVADY"
"59590",NA,"BOVALLY","LIMAVADY"
"59591",NA,"TERRYDREMONT NORTH","LIMAVADY"
"59596",NA,"RATHBRADY MORE","LIMAVADY"
"59597",NA,"ENAGH","LIMAVADY"
"59789",NA,"KILHOYLE","LIMAVADY"
"59802",NA,"BALLYQUIN","LIMAVADY"
"59832",NA,"DRUMSURN UPPER","LIMAVADY"
"59937",NA,"DUNCRUN","LIMAVADY"
"60313",NA,"ENAGH","LIMAVADY"
"60318",NA,"RATHBRADY MORE","LIMAVADY"
"60408",NA,"BALLYLEAGRY","LIMAVADY"
"64172",NA,"DRUMSURN LOWER","LIMAVADY"
"65681",NA,"BOVALLY","LIMAVADY"
"65697",NA,"RATHBRADY MORE","LIMAVADY"
"65698",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"65699",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"65743",NA,"CORNDALE UPPER","LIMAVADY"
"65744",NA,"CULMORE LOWER","LIMAVADY"
"65826",NA,"GLACK","LIMAVADY"
"66044",NA,"BROIGHTER","LIMAVADY"
"66064",NA,"BOVALLY","LIMAVADY"
"66096",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66262",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66263",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66264",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66450","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66520",NA,"BOVALLY","LIMAVADY"
"66585",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"66593",NA,"KILLANE","LIMAVADY"
"66837",NA,"RATHBRADY MORE","LIMAVADY"
"66875",NA,"WALWORTH","LIMAVADY"
"67013",NA,"CULMORE UPPER","LIMAVADY"
"67042",NA,"TERRYDREMONT NORTH","LIMAVADY"
"67197",NA,"BOVALLY","LIMAVADY"
"67198",NA,"CARRAN","LIMAVADY"
"67204",NA,"BALLYDARROG","LIMAVADY"
"67221",NA,"COOLESSAN","LIMAVADY"
"67306",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"67426",NA,"LENAMORE","LIMAVADY"
"67459",NA,"BOVALLY","LIMAVADY"
"67653",NA,"ENAGH","LIMAVADY"
"67654",NA,"BOVALLY","LIMAVADY"
"67655",NA,"ENAGH","LIMAVADY"
"67666",NA,"BOVALLY","LIMAVADY"
"67683",NA,"BALLYCARTON","LIMAVADY"
"67685",NA,"COOLESSAN","LIMAVADY"
"67686",NA,"ENAGH","LIMAVADY"
"67687",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"67902",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"67941",NA,"RATHBRADY MORE","LIMAVADY"
"69016",NA,"ENAGH","LIMAVADY"
"69036",NA,"LARGY","LIMAVADY"
"69044",NA,"BENONE","LIMAVADY"
"69264",NA,"GLACK","LIMAVADY"
"69287",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"69353",NA,"RATHBRADY MORE","LIMAVADY"
"69367",NA,"ENAGH","LIMAVADY"
"69406",NA,"KILLANE","LIMAVADY"
"69480",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"69606",NA,"DEER PARK","LIMAVADY"
"69684",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"70055",NA,"BALLYDARROG","LIMAVADY"
"70191",NA,"BOVALLY","LIMAVADY"
"70205",NA,"BOVALLY","LIMAVADY"
"70314",NA,"BOVALLY","LIMAVADY"
"70324",NA,"BOVALLY","LIMAVADY"
"70620",NA,"BOVALLY","LIMAVADY"
"71014",NA,"BROGLASCO","LIMAVADY"
"71020",NA,"ENAGH","LIMAVADY"
"71021",NA,"BOVALLY","LIMAVADY"
"71032",NA,"BENONE","LIMAVADY"
"71057",NA,"RATHBRADY MORE","LIMAVADY"
"71107",NA,"COOLESSAN","LIMAVADY"
"71121",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"71138",NA,"RATHBRADY MORE","LIMAVADY"
"71164",NA,"ENAGH","LIMAVADY"
"71171",NA,"BOVALLY","LIMAVADY"
"71177",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"71269",NA,"COOLESSAN","LIMAVADY"
"71292",NA,"BOVALLY","LIMAVADY"
"71339",NA,"GLACK","LIMAVADY"
"72365",NA,"BENONE","LIMAVADY"
"72877",NA,"BOVALLY","LIMAVADY"
"72988",NA,"ENAGH","LIMAVADY"
"73182",NA,"BOVALLY","LIMAVADY"
"73416",NA,"BOVALLY","LIMAVADY"
"73548","LIMAVADY","DRUMRAIGHLAND","LIMAVADY"
"73620",NA,"BOVALLY","LIMAVADY"
"73805",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"73901",NA,"CARROWCLARE","LIMAVADY"
"73950",NA,"GORTNAMONEY","LIMAVADY"
"74161",NA,"GLACK","LIMAVADY"
"74184",NA,"ENAGH","LIMAVADY"
"74188",NA,"COOLESSAN","LIMAVADY"
"74189",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74190",NA,"COOLESSAN","LIMAVADY"
"74191",NA,"RATHBRADY MORE","LIMAVADY"
"74193",NA,"RATHBRADY MORE","LIMAVADY"
"74194",NA,"RATHBRADY MORE","LIMAVADY"
"74196",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74197",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74198",NA,"CARRAN","LIMAVADY"
"74199",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74201",NA,"ENAGH","LIMAVADY"
"74202",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74209",NA,"RATHBRADY MORE","LIMAVADY"
"74210",NA,"ENAGH","LIMAVADY"
"74211",NA,"GLEBE","LIMAVADY"
"74213",NA,"ENAGH","LIMAVADY"
"74214",NA,"RATHBRADY MORE","LIMAVADY"
"74215",NA,"BOVALLY","LIMAVADY"
"74217",NA,"ENAGH","LIMAVADY"
"74218",NA,"COOLESSAN","LIMAVADY"
"74222",NA,"BOVALLY","LIMAVADY"
"74223",NA,"ENAGH","LIMAVADY"
"74224",NA,"ENAGH","LIMAVADY"
"74225",NA,"COOLESSAN","LIMAVADY"
"74226",NA,"RATHBRADY MORE","LIMAVADY"
"74227",NA,"ENAGH","LIMAVADY"
"74228",NA,"ENAGH","LIMAVADY"
"74230",NA,"RATHBRADY MORE","LIMAVADY"
"74232",NA,"BOVALLY","LIMAVADY"
"74233",NA,"COOLESSAN","LIMAVADY"
"74235",NA,"COOLESSAN","LIMAVADY"
"74236",NA,"CARRAN","LIMAVADY"
"74237",NA,"ENAGH","LIMAVADY"
"74239",NA,"RATHBRADY MORE","LIMAVADY"
"74240",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74242",NA,"BOVALLY","LIMAVADY"
"74243",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74244",NA,"CARRAN","LIMAVADY"
"74246",NA,"CARRAN","LIMAVADY"
"74247",NA,"BOVALLY","LIMAVADY"
"74250",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"74252",NA,"BOVALLY","LIMAVADY"
"74256",NA,"BOVALLY","LIMAVADY"
"74258",NA,"TERRYDRUM","LIMAVADY"
"74259",NA,"BOVALLY","LIMAVADY"
"74265",NA,"BOVALLY","LIMAVADY"
"74276",NA,"RATHBRADY MORE","LIMAVADY"
"74277",NA,"BOVALLY","LIMAVADY"
"74495",NA,"BALLYNESS","LIMAVADY"
"74512",NA,"TEMPLEMOYLE","LIMAVADY"
"74513",NA,"BALLYQUIN","LIMAVADY"
"74533",NA,"DRUMSURN LOWER","LIMAVADY"
"74542",NA,"CARRICK","LIMAVADY"
"74544",NA,"DRUMSURN UPPER","LIMAVADY"
"74635",NA,"DRUMAVALLY","LIMAVADY"
"75005",NA,"CARRAN","LIMAVADY"
"75088",NA,"ENAGH","LIMAVADY"
"78649",NA,"DRUMSURN LOWER","LIMAVADY"
"79557",NA,"CARROWMENAGH","LIMAVADY"
"80515",NA,"DRUMAVALLY","LIMAVADY"
"80742",NA,"DRUMSURN LOWER","LIMAVADY"
"80995",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"81031",NA,"RATHBRADY MORE","LIMAVADY"
"81487",NA,"BOVALLY","LIMAVADY"
"81697",NA,"BOVALLY","LIMAVADY"
"81846",NA,"CRESSY CRIB","LIMAVADY"
"81961",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"82023",NA,"COOLESSAN","LIMAVADY"
"82025",NA,"BOVALLY","LIMAVADY"
"82422",NA,"MINEARNY","LIMAVADY"
"82425",NA,"DRUMMOND","LIMAVADY"
"82456",NA,"RATHBRADY MORE","LIMAVADY"
"82457",NA,"ENAGH","LIMAVADY"
"82459",NA,"CARRAN","LIMAVADY"
"82460",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"82461",NA,"ENAGH","LIMAVADY"
"82558",NA,"RATHBRADY MORE","LIMAVADY"
"82675",NA,"CULMORE LOWER","LIMAVADY"
"82677",NA,"RATHBRADY MORE","LIMAVADY"
"82678",NA,"ARDGARVAN","LIMAVADY"
"82685",NA,"CARRAN","LIMAVADY"
"83786",NA,"BOVALLY","LIMAVADY"
"83790",NA,"ENAGH","LIMAVADY"
"83890",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"83991",NA,"MARGYMONAGHAN","LIMAVADY"
"84002",NA,"ARDMORE","LIMAVADY"
"84036",NA,"DRUMAVALLY","LIMAVADY"
"84043",NA,"BALLYRISK BEG","LIMAVADY"
"84066",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"84071",NA,"ENAGH","LIMAVADY"
"84193",NA,"RATHBRADY MORE","LIMAVADY"
"84427",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"85069",NA,"BOVALLY","LIMAVADY"
"85750",NA,"BALLYLEAGRY","LIMAVADY"
"85751",NA,"RATHBRADY MORE","LIMAVADY"
"85761",NA,"BOVALLY","LIMAVADY"
"85781",NA,"COOLESSAN","LIMAVADY"
"85782",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"85831","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"85836","FRUITHILL","STREEVE","LIMAVADY"
"85846",NA,"ENAGH","LIMAVADY"
"85848",NA,"FRUITHILL","LIMAVADY"
"85849",NA,"BOVALLY","LIMAVADY"
"85870",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"85893",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"85894",NA,"RATHBRADY MORE","LIMAVADY"
"85967",NA,"LOWER CORNDALE","LIMAVADY"
"85968",NA,"CLAGAN","LIMAVADY"
"85969",NA,"GRANNAGH","LIMAVADY"
"85978",NA,"ENAGH","LIMAVADY"
"85985",NA,"ENAGH","LIMAVADY"
"87005",NA,"BALLYMACLARY","LIMAVADY"
"87014",NA,"BENONE","LIMAVADY"
"87571",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"87632",NA,"ENAGH","LIMAVADY"
"88074",NA,"ENAGH","LIMAVADY"
"88075",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88220",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88300",NA,"UMBRA","LIMAVADY"
"88301",NA,"LENAMORE","LIMAVADY"
"88302",NA,"DUNCRUN","LIMAVADY"
"88303","BALLYSCULLION","DUNCRUN","LIMAVADY"
"88319",NA,"DRUMAVALLY","LIMAVADY"
"88452",NA,"CLAGAN","LIMAVADY"
"88461",NA,"MYROE LEVEL (INTAKE)","LIMAVADY"
"88464",NA,"CLAGAN","LIMAVADY"
"88477",NA,"MULLANE","LIMAVADY"
"88502",NA,"CARROWCLARE","LIMAVADY"
"88735",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88736",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88737",NA,"GLACK","LIMAVADY"
"88738",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88740",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88741",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88742",NA,"RATHBRADY MORE","LIMAVADY"
"88748",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88750",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88753",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88757",NA,"COOLESSAN","LIMAVADY"
"88758",NA,"COOLESSAN","LIMAVADY"
"88759",NA,"RATHBRADY MORE","LIMAVADY"
"88760",NA,"ENAGH","LIMAVADY"
"88764",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88765",NA,"RATHBRADY MORE","LIMAVADY"
"88769",NA,"COOLESSAN","LIMAVADY"
"88770",NA,"BOVALLY","LIMAVADY"
"88772",NA,"BOVALLY","LIMAVADY"
"88775",NA,"LECK","LIMAVADY"
"88776",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88777",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88780",NA,"ARDGARVAN","LIMAVADY"
"88781",NA,"RATHBRADY MORE","LIMAVADY"
"88782",NA,"DEER PARK","LIMAVADY"
"88783",NA,"RATHBRADY MORE","LIMAVADY"
"88785",NA,"ARDGARVAN","LIMAVADY"
"88787",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88788",NA,"BALLYCRUM","LIMAVADY"
"88792",NA,"CARRAN","LIMAVADY"
"88793","BOVALLY","BOVALLY","LIMAVADY"
"88794",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"88798",NA,"ENAGH","LIMAVADY"
"88805",NA,"BOVALLY","LIMAVADY"
"88806",NA,"RATHBRADY MORE","LIMAVADY"
"88807",NA,"ENAGH","LIMAVADY"
"88808",NA,"CLAGAN","LIMAVADY"
"88809",NA,"RATHBRADY MORE","LIMAVADY"
"88810",NA,"BOVALLY","LIMAVADY"
"88815",NA,"LISLANE","LIMAVADY"
"88822",NA,"BOVALLY","LIMAVADY"
"88839",NA,"BOVALLY","LIMAVADY"
"89018",NA,"DRUMSURN LOWER","LIMAVADY"
"89038",NA,"DRUMSURN LOWER","LIMAVADY"
"89046",NA,"BALLYQUIN","LIMAVADY"
"89050",NA,"DRUMSURN UPPER","LIMAVADY"
"91122",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"94370",NA,"DRUMSURN LOWER","LIMAVADY"
"94948",NA,"CARRAN","LIMAVADY"
"94985",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95318",NA,"DRUMADREEN","LIMAVADY"
"95362",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95463",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95484",NA,"ENAGH","LIMAVADY"
"95495",NA,"BOVALLY","LIMAVADY"
"95593",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95740","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95883",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"95896",NA,"BOVALLY","LIMAVADY"
"96191",NA,"WALWORTH","LIMAVADY"
"96193",NA,"WALWORTH","LIMAVADY"
"96322",NA,"OUGHTYMOYLE","LIMAVADY"
"96442",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"96588",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"96689",NA,"SOUTH TERRYDOO WALKER","LIMAVADY"
"96962",NA,"ENAGH","LIMAVADY"
"96980","FRUITHILL","DOWLAND","LIMAVADY"
"96981",NA,"TAMLAGHT","LIMAVADY"
"97171",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"97175",NA,"BALLYQUIN","LIMAVADY"
"97177",NA,"BOVALLY","LIMAVADY"
"97178",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"97215",NA,"AGHANSILLAGH","LIMAVADY"
"97216",NA,"DROMORE","LIMAVADY"
"97224",NA,"LOMOND","LIMAVADY"
"97238",NA,"BOVALLY","LIMAVADY"
"97960",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"97961",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"98091","FRUITHILL","STREEVE","LIMAVADY"
"98308",NA,"ENAGH","LIMAVADY"
"98340",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"98350",NA,"RATHBRADY MORE","LIMAVADY"
"98359",NA,"BOVALLY","LIMAVADY"
"98466",NA,"CARROWCLARE","LIMAVADY"
"98521",NA,"BALLYHANNA","LIMAVADY"
"98710",NA,"RATHBRADY MORE","LIMAVADY"
"98734",NA,"BALLYMORE","LIMAVADY"
"98746",NA,"ENAGH","LIMAVADY"
"98747",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"98770",NA,"MAINE SOUTH","LIMAVADY"
"98794",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"98803",NA,"BOVALLY","LIMAVADY"
"99393",NA,"LOMOND","LIMAVADY"
"99647",NA,"BOVALLY","LIMAVADY"
"99654",NA,"BOVALLY","LIMAVADY"
"99680",NA,"RATHBRADY MORE","LIMAVADY"
"99859",NA,"WALWORTH","LIMAVADY"
"100073",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"100293",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"100318",NA,"BENONE","LIMAVADY"
"100330",NA,"DRUMAVALLY","LIMAVADY"
"100337",NA,"ENAGH","LIMAVADY"
"100390",NA,"ENAGH","LIMAVADY"
"100391",NA,"BOVALLY","LIMAVADY"
"100403",NA,"ENAGH","LIMAVADY"
"100411",NA,"ENAGH","LIMAVADY"
"100417","BOVALLY","BOVALLY","LIMAVADY"
"100427",NA,"RATHBRADY MORE","LIMAVADY"
"100448",NA,"GLACK","LIMAVADY"
"100520",NA,"CRINDLE","LIMAVADY"
"101432",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"101630",NA,"DRUMAVALLY","LIMAVADY"
"102160",NA,"CARRAN","LIMAVADY"
"102216",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"102810",NA,"BOVALLY","LIMAVADY"
"102842",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"102987",NA,"UMBRA","LIMAVADY"
"103003",NA,"DRUMAVALLY","LIMAVADY"
"103004",NA,"CRAIG","LIMAVADY"
"103013",NA,"OUGHTYMOYLE","LIMAVADY"
"103113",NA,"CARROWCLARE","LIMAVADY"
"103176",NA,"LOMOND","LIMAVADY"
"103198",NA,"BALLYMACRAN","LIMAVADY"
"103411",NA,"RATHBRADY MORE","LIMAVADY"
"103412",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103413",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103414",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103415",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103416",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103417",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103418",NA,"ENAGH","LIMAVADY"
"103421",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103422",NA,"BOVALLY","LIMAVADY"
"103423",NA,"COOLESSAN","LIMAVADY"
"103424",NA,"COOLESSAN","LIMAVADY"
"103425",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103427",NA,"CARRAN","LIMAVADY"
"103428",NA,"COOLESSAN","LIMAVADY"
"103435",NA,"ENAGH","LIMAVADY"
"103438",NA,"COOLESSAN","LIMAVADY"
"103439",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103441",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103444",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"103450",NA,"BOVALLY","LIMAVADY"
"103452",NA,"ENAGH","LIMAVADY"
